cole_depto_ubicacion,cole_mcpio_ubicacion,estu_depto_presentacion,estu_depto_reside,fami_tienecomputador,fami_tieneinternet,punt_matematicas,punt_lectura_critica,punt_ingles,punt_c_naturales,punt_sociales_ciudadanas,punt_global,grupo_tec
SANTANDER,MOLAGAVITA,SANTANDER,SANTANDER,No,No,43.0,40.0,44.0,42.0,37.0,204.0,Sin acceso
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,No,No,33.0,48.0,51.0,44.0,48.0,220.0,Sin acceso
SANTANDER,MATANZA,SANTANDER,SANTANDER,No,No,44.0,51.0,44.0,49.0,44.0,234.0,Sin acceso
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,Si,Si,65.0,52.0,53.0,63.0,56.0,293.0,Computador + internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,No,No,75.0,65.0,62.0,68.0,58.0,331.0,Sin acceso
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,No,No,75.0,65.0,62.0,68.0,58.0,331.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,No,39.0,36.0,37.0,35.0,36.0,183.0,Sin acceso
SANTANDER,CHARALA,SANTANDER,SANTANDER,Si,No,57.0,62.0,50.0,50.0,44.0,265.0,Solo computador
SANTANDER,CHARALA,SANTANDER,SANTANDER,Si,No,57.0,62.0,50.0,50.0,44.0,265.0,Solo computador
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,No,No,52.0,60.0,44.0,44.0,50.0,255.0,Sin acceso
SANTANDER,SAN GIL,SANTANDER,SANTANDER,Si,Si,44.0,61.0,58.0,55.0,59.0,275.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,Si,33.0,51.0,48.0,43.0,51.0,224.0,Solo internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,Si,33.0,51.0,48.0,43.0,51.0,224.0,Solo internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,50.0,53.0,44.0,53.0,59.0,265.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,40.0,53.0,44.0,52.0,50.0,242.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,47.0,54.0,51.0,48.0,39.0,237.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,55.0,63.0,73.0,56.0,70.0,310.0,Computador + internet
SANTANDER,SOCORRO,SANTANDER,SANTANDER,Si,Si,62.0,50.0,58.0,60.0,56.0,285.0,Computador + internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,49.0,53.0,58.0,54.0,52.0,263.0,Computador + internet
SANTANDER,GUADALUPE,SANTANDER,SANTANDER,No,No,55.0,51.0,34.0,45.0,47.0,242.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,58.0,65.0,50.0,61.0,57.0,297.0,Computador + internet
SANTANDER,MOLAGAVITA,SANTANDER,SANTANDER,No,No,35.0,46.0,35.0,40.0,33.0,191.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,50.0,41.0,41.0,46.0,41.0,221.0,Computador + internet
SANTANDER,SAN JOSE DE MIRANDA,SANTANDER,SANTANDER,No,No,31.0,31.0,38.0,45.0,43.0,188.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,Si,61.0,45.0,52.0,32.0,33.0,217.0,Solo internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,Si,61.0,45.0,52.0,32.0,33.0,217.0,Solo internet
SANTANDER,SOCORRO,SANTANDER,SANTANDER,No,Si,37.0,42.0,33.0,39.0,41.0,196.0,Solo internet
SANTANDER,SOCORRO,SANTANDER,SANTANDER,No,Si,37.0,42.0,33.0,39.0,41.0,196.0,Solo internet
SANTANDER,CURITI,SANTANDER,SANTANDER,Si,No,58.0,60.0,43.0,50.0,52.0,270.0,Solo computador
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,61.0,46.0,45.0,63.0,59.0,282.0,Computador + internet
SANTANDER,SAN GIL,SANTANDER,SANTANDER,No,No,45.0,48.0,43.0,43.0,43.0,223.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,45.0,52.0,49.0,58.0,54.0,260.0,Computador + internet
SANTANDER,VELEZ,SANTANDER,SANTANDER,No,No,58.0,63.0,65.0,59.0,62.0,304.0,Sin acceso
SANTANDER,GIRON,SANTANDER,SANTANDER,Si,Si,85.0,62.0,55.0,78.0,69.0,360.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,Si,50.0,49.0,47.0,49.0,43.0,238.0,Solo internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,Si,50.0,49.0,47.0,49.0,43.0,238.0,Solo internet
SANTANDER,SABANA DE TORRES,SANTANDER,SANTANDER,Si,No,53.0,55.0,64.0,52.0,51.0,268.0,Solo computador
SANTANDER,MALAGA,SANTANDER,SANTANDER,Si,Si,62.0,60.0,48.0,55.0,52.0,283.0,Computador + internet
SANTANDER,MALAGA,SANTANDER,SANTANDER,Si,Si,80.0,62.0,59.0,59.0,63.0,327.0,Computador + internet
SANTANDER,GIRON,SANTANDER,SANTANDER,No,No,59.0,67.0,55.0,62.0,54.0,301.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,No,73.0,71.0,68.0,69.0,75.0,359.0,Solo computador
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,56.0,60.0,56.0,58.0,52.0,282.0,Computador + internet
SANTANDER,ONZAGA,SANTANDER,SANTANDER,No,No,31.0,38.0,44.0,40.0,39.0,188.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,Si,70.0,62.0,77.0,64.0,62.0,327.0,Solo internet
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,No,No,53.0,66.0,56.0,51.0,54.0,281.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,56.0,70.0,77.0,63.0,61.0,318.0,Computador + internet
SANTANDER,PUERTO WILCHES,SANTANDER,SANTANDER,No,No,44.0,50.0,55.0,46.0,44.0,233.0,Sin acceso
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,No,38.0,46.0,55.0,52.0,56.0,243.0,Solo computador
SANTANDER,CHARALA,SANTANDER,SANTANDER,No,No,56.0,52.0,62.0,53.0,46.0,263.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,65.0,60.0,74.0,68.0,57.0,316.0,Computador + internet
SANTANDER,SAN GIL,SANTANDER,SANTANDER,Si,No,47.0,50.0,57.0,48.0,47.0,243.0,Solo computador
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,69.0,61.0,65.0,68.0,55.0,317.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,69.0,61.0,65.0,68.0,55.0,317.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,45.0,41.0,49.0,49.0,44.0,225.0,Computador + internet
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,Si,Si,52.0,56.0,63.0,50.0,40.0,253.0,Computador + internet
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,Si,Si,52.0,56.0,63.0,50.0,40.0,253.0,Computador + internet
SANTANDER,PUENTE NACIONAL,SANTANDER,SANTANDER,Si,No,39.0,49.0,44.0,53.0,41.0,227.0,Solo computador
SANTANDER,EL PLAYON,SANTANDER,SANTANDER,Si,No,47.0,49.0,52.0,51.0,53.0,251.0,Solo computador
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,59.0,73.0,67.0,60.0,62.0,319.0,Computador + internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,59.0,73.0,67.0,60.0,62.0,319.0,Computador + internet
SANTANDER,SAN GIL,SANTANDER,SANTANDER,Si,No,50.0,52.0,38.0,57.0,57.0,264.0,Solo computador
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,65.0,70.0,61.0,65.0,71.0,336.0,Computador + internet
SANTANDER,SIMACOTA,SANTANDER,SANTANDER,No,No,49.0,48.0,49.0,41.0,44.0,229.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,64.0,57.0,46.0,55.0,54.0,283.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,64.0,57.0,46.0,55.0,54.0,283.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,No,Si,69.0,65.0,66.0,60.0,66.0,325.0,Solo internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,61.0,54.0,51.0,54.0,39.0,260.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,57.0,68.0,56.0,62.0,53.0,298.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,No,No,34.0,39.0,44.0,37.0,35.0,184.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,64.0,51.0,51.0,56.0,58.0,284.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,63.0,74.0,69.0,74.0,69.0,350.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,No,42.0,46.0,43.0,43.0,51.0,227.0,Sin acceso
SANTANDER,GIRON,SANTANDER,SANTANDER,No,Si,46.0,47.0,38.0,48.0,40.0,223.0,Solo internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,No,40.0,66.0,40.0,49.0,53.0,255.0,Sin acceso
SANTANDER,BARBOSA,SANTANDER,SANTANDER,Si,Si,52.0,52.0,52.0,38.0,44.0,235.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,48.0,63.0,57.0,61.0,45.0,273.0,Computador + internet
SANTANDER,VELEZ,SANTANDER,SANTANDER,Si,No,43.0,57.0,64.0,51.0,54.0,261.0,Solo computador
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,65.0,59.0,52.0,50.0,56.0,285.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,No,53.0,44.0,51.0,48.0,42.0,235.0,Sin acceso
SANTANDER,GIRON,SANTANDER,SANTANDER,No,Si,50.0,50.0,53.0,50.0,56.0,258.0,Solo internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,51.0,46.0,38.0,49.0,41.0,231.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,45.0,45.0,40.0,42.0,33.0,206.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,45.0,45.0,40.0,42.0,33.0,206.0,Computador + internet
SANTANDER,EL GUACAMAYO,SANTANDER,SANTANDER,Si,Si,60.0,55.0,64.0,61.0,64.0,302.0,Computador + internet
SANTANDER,ZAPATOCA,SANTANDER,SANTANDER,Si,No,42.0,44.0,44.0,55.0,44.0,230.0,Solo computador
SANTANDER,BARICHARA,SANTANDER,SANTANDER,Si,No,59.0,53.0,64.0,61.0,53.0,285.0,Solo computador
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,42.0,42.0,40.0,49.0,38.0,213.0,Computador + internet
SANTANDER,SAN GIL,SANTANDER,SANTANDER,Si,No,67.0,72.0,65.0,62.0,63.0,330.0,Solo computador
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,75.0,70.0,76.0,69.0,75.0,363.0,Computador + internet
SANTANDER,SOCORRO,SANTANDER,SANTANDER,Si,Si,72.0,65.0,69.0,72.0,77.0,357.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,46.0,49.0,45.0,34.0,41.0,213.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,46.0,51.0,46.0,49.0,47.0,240.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,68.0,60.0,59.0,66.0,68.0,325.0,Computador + internet
SANTANDER,LOS SANTOS,SANTANDER,SANTANDER,No,No,58.0,49.0,35.0,51.0,56.0,260.0,Sin acceso
SANTANDER,LOS SANTOS,SANTANDER,SANTANDER,No,No,58.0,49.0,35.0,51.0,56.0,260.0,Sin acceso
SANTANDER,GUAVATA,SANTANDER,SANTANDER,Si,No,32.0,45.0,32.0,46.0,35.0,196.0,Solo computador
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,78.0,64.0,70.0,73.0,73.0,360.0,Computador + internet
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,Si,Si,30.0,44.0,43.0,35.0,33.0,180.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,61.0,71.0,64.0,54.0,58.0,306.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,45.0,46.0,46.0,48.0,43.0,228.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,No,57.0,50.0,40.0,56.0,48.0,259.0,Solo computador
SANTANDER,SAN GIL,SANTANDER,SANTANDER,No,Si,61.0,57.0,48.0,56.0,49.0,276.0,Solo internet
SANTANDER,SAN GIL,SANTANDER,SANTANDER,No,Si,61.0,57.0,48.0,56.0,49.0,276.0,Solo internet
SANTANDER,GUACA,SANTANDER,SANTANDER,No,No,39.0,47.0,39.0,47.0,30.0,203.0,Sin acceso
SANTANDER,SANTA BARBARA,SANTANDER,SANTANDER,Si,No,44.0,54.0,52.0,61.0,58.0,270.0,Solo computador
SANTANDER,PALMAS DEL SOCORRO,SANTANDER,SANTANDER,Si,Si,61.0,57.0,61.0,57.0,55.0,289.0,Computador + internet
SANTANDER,SAN ANDRES,SANTANDER,SANTANDER,Si,Si,56.0,51.0,43.0,53.0,60.0,270.0,Computador + internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,No,No,39.0,45.0,42.0,41.0,48.0,216.0,Sin acceso
SANTANDER,PUERTO WILCHES,SANTANDER,SANTANDER,No,No,43.0,53.0,41.0,33.0,46.0,218.0,Sin acceso
SANTANDER,PUERTO WILCHES,SANTANDER,SANTANDER,No,No,43.0,53.0,41.0,33.0,46.0,218.0,Sin acceso
SANTANDER,ZAPATOCA,SANTANDER,SANTANDER,No,No,39.0,56.0,47.0,50.0,47.0,239.0,Sin acceso
SANTANDER,EL PLAYON,SANTANDER,SANTANDER,No,No,41.0,54.0,29.0,46.0,46.0,227.0,Sin acceso
SANTANDER,CIMITARRA,SANTANDER,SANTANDER,No,No,44.0,36.0,49.0,39.0,23.0,183.0,Sin acceso
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,76.0,74.0,69.0,69.0,68.0,358.0,Computador + internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,76.0,74.0,69.0,69.0,68.0,358.0,Computador + internet
SANTANDER,ARATOCA,SANTANDER,SANTANDER,No,No,53.0,52.0,44.0,55.0,47.0,256.0,Sin acceso
SANTANDER,SANTA HELENA DEL OPON,SANTANDER,SANTANDER,No,No,47.0,41.0,44.0,38.0,38.0,206.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,40.0,47.0,48.0,35.0,46.0,212.0,Computador + internet
SANTANDER,GIRON,SANTANDER,SANTANDER,Si,Si,66.0,55.0,44.0,65.0,56.0,296.0,Computador + internet
SANTANDER,LANDAZURI,SANTANDER,SANTANDER,No,No,58.0,36.0,45.0,41.0,39.0,218.0,Sin acceso
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,67.0,51.0,53.0,63.0,62.0,301.0,Computador + internet
SANTANDER,MOLAGAVITA,SANTANDER,SANTANDER,Si,No,61.0,56.0,69.0,56.0,50.0,284.0,Solo computador
SANTANDER,MOLAGAVITA,SANTANDER,SANTANDER,Si,No,61.0,56.0,69.0,56.0,50.0,284.0,Solo computador
SANTANDER,SABANA DE TORRES,SANTANDER,SANTANDER,Si,Si,57.0,60.0,55.0,55.0,53.0,281.0,Computador + internet
SANTANDER,SABANA DE TORRES,SANTANDER,SANTANDER,Si,Si,57.0,60.0,55.0,55.0,53.0,281.0,Computador + internet
SANTANDER,SOCORRO,SANTANDER,SANTANDER,No,No,58.0,47.0,48.0,60.0,59.0,277.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,82.0,81.0,100.0,74.0,71.0,394.0,Computador + internet
SANTANDER,SAN ANDRES,SANTANDER,SANTANDER,No,No,54.0,50.0,46.0,58.0,60.0,274.0,Sin acceso
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,No,No,37.0,52.0,46.0,48.0,40.0,222.0,Sin acceso
SANTANDER,GIRON,SANTANDER,SANTANDER,Si,Si,47.0,45.0,55.0,45.0,18.0,200.0,Computador + internet
SANTANDER,GIRON,SANTANDER,SANTANDER,Si,Si,47.0,45.0,55.0,45.0,18.0,200.0,Computador + internet
SANTANDER,RIONEGRO,CESAR,SANTANDER,No,No,50.0,43.0,49.0,50.0,44.0,235.0,Sin acceso
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,40.0,52.0,38.0,47.0,50.0,233.0,Computador + internet
SANTANDER,LEBRIJA,SANTANDER,SANTANDER,Si,Si,55.0,48.0,48.0,58.0,53.0,265.0,Computador + internet
SANTANDER,SUAITA,SANTANDER,SANTANDER,Si,Si,71.0,68.0,59.0,55.0,54.0,309.0,Computador + internet
SANTANDER,SUAITA,SANTANDER,SANTANDER,Si,Si,71.0,68.0,59.0,55.0,54.0,309.0,Computador + internet
SANTANDER,LOS SANTOS,SANTANDER,SANTANDER,No,No,55.0,46.0,38.0,49.0,36.0,229.0,Sin acceso
SANTANDER,LOS SANTOS,SANTANDER,SANTANDER,No,No,55.0,46.0,38.0,49.0,36.0,229.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,34.0,33.0,51.0,49.0,40.0,200.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,70.0,72.0,84.0,72.0,84.0,376.0,Computador + internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,No,No,34.0,49.0,44.0,48.0,47.0,222.0,Sin acceso
SANTANDER,ZAPATOCA,SANTANDER,SANTANDER,No,No,66.0,66.0,49.0,34.0,59.0,279.0,Sin acceso
SANTANDER,PUERTO WILCHES,SANTANDER,SANTANDER,No,No,57.0,47.0,38.0,54.0,53.0,258.0,Sin acceso
SANTANDER,CURITI,SANTANDER,SANTANDER,No,No,41.0,40.0,55.0,30.0,36.0,191.0,Sin acceso
SANTANDER,CURITI,SANTANDER,SANTANDER,No,No,41.0,40.0,55.0,30.0,36.0,191.0,Sin acceso
SANTANDER,SOCORRO,SANTANDER,SANTANDER,Si,No,42.0,51.0,49.0,49.0,51.0,242.0,Solo computador
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,No,Si,48.0,38.0,34.0,40.0,35.0,199.0,Solo internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,64.0,51.0,47.0,61.0,58.0,287.0,Computador + internet
SANTANDER,LOS SANTOS,SANTANDER,SANTANDER,No,No,63.0,56.0,57.0,58.0,49.0,283.0,Sin acceso
SANTANDER,GIRON,SANTANDER,SANTANDER,Si,Si,54.0,57.0,45.0,53.0,53.0,267.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,55.0,60.0,49.0,49.0,45.0,260.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,55.0,60.0,49.0,49.0,45.0,260.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,Si,51.0,46.0,57.0,50.0,51.0,250.0,Solo internet
SANTANDER,LA BELLEZA,SANTANDER,SANTANDER,No,No,34.0,43.0,41.0,39.0,32.0,187.0,Sin acceso
SANTANDER,ENCINO,SANTANDER,SANTANDER,Si,No,55.0,49.0,46.0,50.0,54.0,258.0,Solo computador
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,51.0,40.0,38.0,38.0,44.0,214.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,No,53.0,56.0,54.0,57.0,47.0,267.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,No,53.0,56.0,54.0,57.0,47.0,267.0,Sin acceso
SANTANDER,SOCORRO,SANTANDER,SANTANDER,Si,Si,44.0,48.0,56.0,51.0,40.0,234.0,Computador + internet
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,Si,Si,45.0,45.0,44.0,46.0,44.0,225.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,79.0,69.0,83.0,72.0,71.0,368.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,52.0,56.0,49.0,60.0,63.0,285.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,68.0,53.0,67.0,65.0,56.0,305.0,Computador + internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,72.0,58.0,48.0,66.0,49.0,301.0,Computador + internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,No,No,39.0,43.0,43.0,42.0,38.0,203.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,No,55.0,40.0,54.0,57.0,54.0,258.0,Solo computador
SANTANDER,GIRON,SANTANDER,SANTANDER,Si,Si,38.0,51.0,61.0,57.0,49.0,248.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,58.0,48.0,53.0,57.0,47.0,263.0,Computador + internet
SANTANDER,CHARALA,SANTANDER,SANTANDER,No,No,62.0,58.0,45.0,60.0,66.0,301.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,65.0,65.0,71.0,66.0,65.0,328.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,55.0,60.0,49.0,49.0,55.0,272.0,Computador + internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,No,55.0,63.0,51.0,68.0,56.0,299.0,Solo computador
SANTANDER,FLORIDABLANCA,NORTE SANTANDER,SANTANDER,Si,Si,44.0,44.0,40.0,43.0,30.0,201.0,Computador + internet
SANTANDER,RIONEGRO,SANTANDER,SANTANDER,No,No,52.0,48.0,52.0,46.0,50.0,246.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,34.0,40.0,42.0,34.0,30.0,175.0,Computador + internet
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,Si,Si,49.0,44.0,37.0,50.0,49.0,236.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,62.0,59.0,71.0,61.0,61.0,308.0,Computador + internet
SANTANDER,GIRON,SANTANDER,SANTANDER,Si,No,39.0,41.0,45.0,47.0,46.0,217.0,Solo computador
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,46.0,50.0,40.0,41.0,46.0,227.0,Computador + internet
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,No,No,50.0,56.0,53.0,59.0,65.0,286.0,Sin acceso
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,No,No,44.0,35.0,48.0,43.0,32.0,196.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,68.0,54.0,63.0,70.0,54.0,308.0,Computador + internet
SANTANDER,CIMITARRA,ANTIOQUIA,SANTANDER,No,No,35.0,34.0,43.0,28.0,9.0,139.0,Sin acceso
SANTANDER,GUAPOTA,SANTANDER,SANTANDER,Si,Si,40.0,46.0,40.0,56.0,41.0,227.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,No,Si,43.0,46.0,41.0,37.0,37.0,204.0,Solo internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,No,52.0,38.0,46.0,35.0,44.0,212.0,Solo computador
SANTANDER,SAN VICENTE DE CHUCURI,SANTANDER,SANTANDER,Si,No,32.0,47.0,34.0,33.0,46.0,195.0,Solo computador
SANTANDER,SAN VICENTE DE CHUCURI,SANTANDER,SANTANDER,Si,No,32.0,47.0,34.0,33.0,46.0,195.0,Solo computador
SANTANDER,CIMITARRA,SANTANDER,SANTANDER,No,No,53.0,40.0,45.0,46.0,41.0,225.0,Sin acceso
SANTANDER,GIRON,SANTANDER,SANTANDER,Si,Si,63.0,71.0,67.0,56.0,57.0,311.0,Computador + internet
SANTANDER,LANDAZURI,SANTANDER,SANTANDER,No,No,36.0,41.0,40.0,35.0,43.0,194.0,Sin acceso
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,Si,Si,58.0,66.0,67.0,54.0,55.0,294.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,58.0,62.0,61.0,61.0,58.0,298.0,Computador + internet
SANTANDER,CIMITARRA,ANTIOQUIA,SANTANDER,No,No,40.0,57.0,43.0,41.0,36.0,217.0,Sin acceso
SANTANDER,GIRON,SANTANDER,SANTANDER,Si,Si,55.0,55.0,56.0,54.0,59.0,280.0,Computador + internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,67.0,66.0,69.0,70.0,61.0,331.0,Computador + internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,67.0,66.0,69.0,70.0,61.0,331.0,Computador + internet
SANTANDER,SAN GIL,SANTANDER,SANTANDER,Si,Si,55.0,50.0,52.0,41.0,50.0,246.0,Computador + internet
SANTANDER,RIONEGRO,SANTANDER,SANTANDER,Si,Si,45.0,37.0,36.0,45.0,37.0,203.0,Computador + internet
SANTANDER,RIONEGRO,SANTANDER,SANTANDER,Si,Si,45.0,37.0,36.0,45.0,37.0,203.0,Computador + internet
SANTANDER,SAN GIL,SANTANDER,SANTANDER,No,No,28.0,33.0,28.0,37.0,38.0,168.0,Sin acceso
SANTANDER,SAN GIL,SANTANDER,SANTANDER,No,No,28.0,33.0,28.0,37.0,38.0,168.0,Sin acceso
SANTANDER,EL PENON,SANTANDER,SANTANDER,No,No,54.0,60.0,51.0,56.0,50.0,273.0,Sin acceso
SANTANDER,VELEZ,SANTANDER,SANTANDER,No,No,25.0,24.0,35.0,32.0,29.0,140.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,No,62.0,63.0,58.0,51.0,56.0,290.0,Sin acceso
SANTANDER,SAN VICENTE DE CHUCURI,SANTANDER,SANTANDER,No,No,36.0,47.0,46.0,42.0,46.0,215.0,Sin acceso
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,No,No,50.0,55.0,49.0,55.0,54.0,266.0,Sin acceso
SANTANDER,SAN GIL,SANTANDER,SANTANDER,No,No,31.0,37.0,39.0,40.0,38.0,184.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,Si,39.0,44.0,50.0,37.0,41.0,205.0,Solo internet
